Project,Latest Tag ID,year,date
tika,1.11,2015,2015-10-19
tika,1.14,2016,2016-10-19
tika,1.17,2017,2017-12-08
tika,1.20,2018,2018-12-17
tika,1.23,2019,2019-12-02
tika,1.25,2020,2020-11-25
tika,1.28,2021,2021-12-20
tika,2.6.0,2022,2022-11-03
tika,1.3,2013,2013-06-16
tika,1.6-rc2,2014,2014-09-01
tiles,tiles-2.0.5,2007,2007-10-22
tiles,tiles-2.1.1,2008,2008-12-20
tiles,tiles-2.2.1,2009,2009-10-14
tiles,tiles-2.2.2,2010,2010-06-15
tiles,tiles-parent-3.0.1,2012,2012-07-11
tiles,tiles-parent-3.0.3,2013,2013-11-06
tiles,tiles-parent-3.0.5,2014,2014-09-22
tiles,tiles-parent-3.0.7,2016,2016-08-11
tiles,tiles-parent-3.0.8,2017,2017-11-07
tomcat,8.5.61,2020,2020-12-03
tomcat,10.0.14,2021,2021-12-02
tomcat,8.5.82,2022,2022-08-08
tomcat,7.0.5,2010,2010-11-24
tomcat,7.0.23,2011,2011-11-17
tomcat,7.0.34,2012,2012-12-04
tomcat,7.0.50,2013,2013-12-19
tomcat,7.0.57,2014,2014-10-31
tomcat,7.0.67,2015,2015-12-07
tomcat,8.5.9,2016,2016-12-05
tomcat,7.0.83,2017,2017-11-30
tomcat,8.5.36,2018,2018-12-12
tomcat,7.0.99,2019,2019-12-11
tomee,tomee-1.7.3,2015,2015-12-04
tomee,tomee-1.6.0,2013,2013-11-17
tomee,tomee-1.7.1,2014,2014-09-11
tomee,tomee-7.0.2,2016,2016-11-06
tomee,tomee-1.7.5,2017,2017-10-09
tomee,tomee-8.0.0-M1,2018,2018-10-14
tomee,tomee-8.0.0,2019,2019-09-13
tomee,tomee-8.0.5,2020,2020-11-17
tomee,tomee-project-8.0.9,2021,2021-12-23
tomee,tomee-project-9.0.0-M8,2022,2022-06-28
turbine-core,META_1.3_RC1,2007,2007-06-25
turbine-core,TURBINE_2_3_3,2008,2008-11-23
turbine-core,TURBINE_4_0_M1,2011,2011-06-23
turbine-core,turbine-4.0,2017,2017-10-24
turbine-core,turbine-4.0-M2,2015,2015-12-21
turbine-core,turbine-4.0.1,2018,2018-02-21
turbine-core,turbine-5.0,2019,2019-05-21
turbine-core,turbine-5.1,2021,2021-11-23
tuscany-sca-2.x,2.0,2012,2012-07-22
tuscany-sca-2.x,2.0-Beta1,2010,2010-11-23
tuscany-sca-2.x,2.0-Beta3-RC1,2011,2011-07-22
tuscany-sca-2.x,2.0-M4,2009,2009-11-12
tuscany-sca-2.x,2.0.1,2013,2013-10-07
uima-uimaj,uimaj-2.3.1,2010,2010-12-10
uima-uimaj,archive/uimaj-2.4.0-binaryCompressedSerializationVersion0,2012,2012-11-28
uima-uimaj,archive/uimaj-2.4.0-rc1,2011,2011-12-01
uima-uimaj,uimaj-2.4.2,2013,2013-08-09
uima-uimaj,rel/uimaj-2.10.2,2017,2017-10-30
uima-uimaj,rel/uimaj-3.1.1,2019,2019-11-04
uima-uimaj,rel/uima-2.11.0,2021,2021-06-09
uima-uimaj,rel/uimaj-2.10.3,2018,2018-11-05
uima-uimaj,rel/uimaj-3.3.0,2022,2022-04-29
uima-uimaj,uimaj-2.6.0,2014,2014-05-06
uima-uimaj,uimaj-2.8.1,2015,2015-08-04
uima-uimaj,uimaj-2.9.0,2016,2016-08-25
UndProjects,unknown,unknown
UndProjects - Copy,unknown,unknown
velocity-engine,1.6.1,2008,2008-12-15
velocity-engine,1.6.3,2009,2009-12-14
velocity-engine,1.7,2010,2010-11-29
velocity-engine,2.0,2017,2017-08-06
velocity-engine,2.0-RC3,2016,2016-11-16
velocity-engine,2.2-RC2,2019,2019-12-28
velocity-engine,2.2,2020,2020-01-29
velocity-engine,2.3,2021,2021-03-03
velocity-engine,VEL_1_1,2006,2006-12-01
velocity-engine,Velocity_1.5,2007,2007-03-06
vxquery,apache-vxquery-0.2-incubating,2013,2013-10-03
vxquery,apache-vxquery-0.4,2014,2014-09-01
vxquery,apache-vxquery-0.5,2015,2015-03-02
vxquery,apache-vxquery-0.6,2016,2016-05-19
whirr,release-0.7.0,2011,2011-12-14
whirr,release-0.8.1,2012,2012-10-12
whirr,release-0.8.2,2013,2013-04-17
whirr,release-0.9.0-rc0,2014,2014-02-18
wicket,wicket-1.4.5,2009,2009-12-16
wicket,wicket-1.3.0,2007,2007-12-29
wicket,exp-before-remove-version,2008,2008-11-30
wicket,rel/wicket-6.26.0,2016,2016-12-28
wicket,rel/wicket-8.0.0-M8,2017,2017-10-21
wicket,rel/wicket-6.30.0,2018,2018-12-05
wicket,wicket-6.21.0,2015,2015-10-29
wicket,rel/wicket-9.0.0-M3,2019,2019-09-11
wicket,rel/wicket-8.11.0,2020,2020-11-20
wicket,rel/wicket-9.7.0,2021,2021-11-27
wicket,rel/wicket-9.11.0,2022,2022-07-06
wicket,wicket-6.4.0,2012,2012-12-14
wicket,wicket-6.12.0,2013,2013-11-01
wicket,wicket-1.4.15,2010,2010-12-20
wicket,wicket-1.5.3,2011,2011-11-09
wicket,wicket-6.18.0,2014,2014-10-31
wink,wink-1.4.0,2013,2013-09-16
wookie,0.10.0-incubating,2012,2012-11-27
wookie,0.15.0,2013,2013-08-02
wookie,1.0.0,2014,2014-02-11
ws-axiom,0_95,2013,2013-04-20
ws-axiom,1_2_1@1470129,2006,2006-11-30
ws-axiom,1.2.10@1029049,2010,2010-10-30
ws-axiom,1.2.12@1142220,2011,2011-07-02
ws-axiom,1.2.14@1416223,2012,2012-12-02
ws-axiom,1.2.17,2015,2015-12-29
ws-axiom,1.2.20,2016,2016-10-16
ws-axiom,1.2.21,2018,2018-11-02
ws-axiom,1.2.22,2019,2019-01-10
ws-axiom,1.2.7@1470129,2008,2008-04-21
ws-axiom,1.2.8@1470129,2009,2009-01-09
ws-axiom,1.3.0,2021,2021-07-01
ws-axiom,1.4.0,2022,2022-05-14
ws-axiom,1_2_5@1470129,2007,2007-07-24
xerces2-j,x1_sync_121100,2000,2000-12-12
xerces2-j,Xerces-J_2_7_1,2005,2005-07-26
xerces2-j,Xerces-J_2_0_0beta4,2001,2001-12-18
xerces2-j,jaxp_1_2_2_01,2002,2002-12-02
xerces2-j,Xerces-J_2_11_0,2010,2010-11-26
xerces2-j,Xerces-J_2_12_0,2018,2018-04-21
xerces2-j,jaxp13-2_6-branch-t2,2003,2003-12-17
xerces2-j,jaxp_1_3_0_04052004,2004,2004-04-30
xerces2-j,Xerces-J_2_9_0,2006,2006-11-23
xerces2-j,Xerces-J_2_9_1,2007,2007-09-15
xerces2-j,initial,1999,1999-11-09
xmlbeans,1.0.0,2004,2004-12-08
xmlbeans,2.1.0,2005,2005-11-17
xmlbeans,2.2.0,2007,2007-06-02
xmlbeans,2.4.0,2008,2008-11-08
xmlbeans,2.6.0,2012,2012-08-15
xmlbeans,3.0.0,2018,2018-07-25
xmlbeans,3.1.0,2019,2019-03-27
xmlbeans,4.0.0,2020,2020-10-09
xmlbeans,REL_5_0_3,2021,2021-12-30
xmlbeans,REL_5_1_0,2022,2022-06-12
xmlbeans,db_031112,2003,2003-11-13
xmlgraphics-commons,commons-1_1,2006,2006-12-19
xmlgraphics-commons,commons-1_2,2007,2007-07-16
xmlgraphics-commons,commons-1_3_1,2008,2008-06-03
xmlgraphics-commons,commons-1_4,2010,2010-07-02
xmlgraphics-commons,commons-1_5,2012,2012-10-16
xmlgraphics-commons,commons-2_0,2014,2014-10-01
xmlgraphics-commons,commons-2_0_1,2015,2015-06-02
xmlgraphics-commons,commons-2_1,2016,2016-01-15
xmlgraphics-commons,commons-2_2,2017,2017-04-10
xmlgraphics-commons,commons-2_3,2018,2018-05-23
xmlgraphics-commons,commons-2_4,2019,2019-11-05
xmlgraphics-commons,commons-2_6,2021,2021-01-21
xmlgraphics-commons,commons-2_7,2022,2022-01-20
xmlgraphics-fop,fop-0_20_5,2003,2003-07-15
xmlgraphics-fop,fop-0_20_5rc,2002,2002-12-10
xmlgraphics-fop,Defoe_export,2004,2004-10-05
xmlgraphics-fop,fop-0_91-beta,2005,2005-12-23
xmlgraphics-fop,fop-0_20_0,2001,2001-08-12
xmlgraphics-fop,RELEASE_0_12_0,1999,1999-11-29
xmlgraphics-fop,fop-0_92-beta,2006,2006-04-18
xmlgraphics-fop,fop-0_94,2007,2007-08-18
xmlgraphics-fop,fop-0_95,2008,2008-07-31
xmlgraphics-fop,fop-1_0,2011,2011-07-01
xmlgraphics-fop,fop-1_1,2012,2012-10-16
xmlgraphics-fop,fop-2_0,2015,2015-06-02
xmlgraphics-fop,fop-2_1,2016,2016-01-15
xmlgraphics-fop,fop-2_2,2017,2017-04-10
xmlgraphics-fop,fop-2_3,2018,2018-05-24
xmlgraphics-fop,fop-2_4,2019,2019-11-05
xmlgraphics-fop,fop-2_5,2020,2020-05-13
xmlgraphics-fop,fop-2_6,2021,2021-01-21
xmlgraphics-fop,fop-2_7,2022,2022-01-20
xmlgraphics-fop,pre-columns,2000,2000-12-17
yetus,0.1.0,2015,2015-12-10
yetus,rel/0.4.0,2016,2016-12-09
yetus,prehistory,2009,2009-05-12
yetus,rel/0.11.1,2019,2019-10-28
yetus,rel/0.13.0,2020,2020-11-27
yetus,rel/0.14.0,2022,2022-05-06
yetus,rel/0.7.0,2017,2017-12-04
yetus,rel/0.8.0,2018,2018-08-23
zeppelin,v0.10.1-rc1,2021,2021-11-19
zeppelin,v0.10.1,2022,2022-02-28
zeppelin,v0.5.5,2015,2015-11-11
zeppelin,v0.6.2,2016,2016-10-12
zeppelin,v0.7.3,2017,2017-09-18
zeppelin,v0.8.0-docker,2018,2018-07-03
zeppelin,v0.8.2-docker,2019,2019-10-04
zookeeper,0.0.1,2010,2010-11-24
zookeeper,release-3.4.2,2011,2011-12-29
zookeeper,release-3.4.5,2012,2012-11-19
zookeeper,release-3.4.11,2017,2017-11-01
zookeeper,release-3.4.13,2018,2018-06-21
zookeeper,release-3.5.6,2019,2019-10-08
zookeeper,release-3.5.0,2014,2014-08-06
zookeeper,release-3.4.7,2015,2015-11-21
zookeeper,release-3.4.9,2016,2016-09-03
zookeeper,release-3.5.10,2022,2022-05-29
zookeeper,release-3.5.9-rc0,2020,2020-11-26
zookeeper,release-3.6.3,2021,2021-04-08
